filename;content;junior;senior;expert;consensus
40.yaml;TITLE : SCIM\nDESCRIPTION :\n      The SCIM API lets you manage users in your organization. You can then automate the provisioning of product\n      licenses for these users, and they can use your company's Single Sign-On solution through an Identity Provider.\nENDPOINTS :\n    - GET /Groups\n      Get Groups\n    - POST /Groups\n      Create Group\n    - DELETE /Groups/{groupKey}\n      Delete Group\n    - GET /Groups/{groupKey}\n      Get Group\n    - PATCH /Groups/{groupKey}\n      Update Group\n    - PUT /Groups/{groupKey}\n      Replace Group\n    - GET /Schemas/Users\n      Get User Schema\n    - GET /ServiceProviderConfigs\n      Get Service Provider Configurations\n    - GET /Users\n      Get Users\n    - POST /Users\n      Create User\n    - GET /Users/me\n      Get Current User\n    - PATCH /Users/me\n      Update Current User\n    - PUT /Users/me\n      Replace Current User\n    - DELETE /Users/{userKey}\n      Delete User\n    - GET /Users/{userKey}\n      Get User\n    - PATCH /Users/{userKey}\n      Update User\n    - PUT /Users/{userKey}\n      Replace User;user-password;user-password;;user-password
42.yaml;TITLE : Client API\nDESCRIPTION :\n      This is Client API - REST API using OpenApi Specification. Using this API you can create  new client, to get\n      inform. about client, to update client, to delete client\nENDPOINTS :\n    - GET /clients\n      List of clients\n    - POST /clients\n      Add new client\n    - GET /clients/{login}\n      Search client by login\n    - PUT /clients/{login}\n      Update client\n    - DELETE /clients/{login}\n      Delete client\n    - GET /orders\n      List of orders\n    - POST /orders\n      Add new order\n    - GET /orders/{id}\n      Search order by id\n    - PUT /orders/{id}\n      Update order\n    - PUT /orders/{id}/canceled\n      Cancel order\n    - PATCH /orders/{id}/canceled\n      Cancel order partially;client;client;client;client
43.yaml;TITLE : Bill Payment Validator\nDESCRIPTION :\n      The Bill Payment Validator service allows RPPS origination (payment sender) customers to identify if a potential\n      RPPS transaction would process successfully before transmitting the formal payment transaction, reducing RPPS\n      payment rejects and costly payment processing exceptions.\nENDPOINTS :\n    - POST /isRoutingValid\n      Bill Payment Validator service returns the processing status for a potential RPPS transaction;payment;payment;payment;payment
44.yaml;TITLE : Bank Details\nDESCRIPTION :\n      The APIs are provided by bank-details microservice. The APIs provide definitions for search, create and update\n      Bank details for policy level or entity level.\nENDPOINTS :\n    - POST /bank-details\n      Create Bank details\n    - PATCH /bank-details\n      Update Bank details\n    - POST /bank-details/search\n      Get Bank Details based on search criteria;banking;banking;banking;banking
45.yaml;TITLE : Subaccounts API\nDESCRIPTION :\n      The Subaccounts API enables you to create subaccounts under your primary account. Subaccounts facilitate\n      differential product configuration, reporting, and billing. The Subaccounts API is released initially with\n      restricted availability. You can read more about the API in the [Subaccounts\n      documentation](/account/subaccounts/overview).\nENDPOINTS :\n    - GET /{api_key}/balance-transfers\n      Retrieve list of balance transfers\n    - POST /{api_key}/balance-transfers\n      Transfer balance\n    - GET /{api_key}/credit-transfers\n      Retrieve list of credit transfers\n    - POST /{api_key}/credit-transfers\n      Transfer credit\n    - GET /{api_key}/subaccounts\n      Retrieve list of subaccounts\n    - POST /{api_key}/subaccounts\n      Create subaccount\n    - GET /{api_key}/subaccounts/{subaccount_key}\n      Retrieve a subaccount\n    - PATCH /{api_key}/subaccounts/{subaccount_key}\n      Modify a subaccount\n    - POST /{api_key}/transfer-number\n      Transfer number;banking;transfer;banking;banking
46.yaml;TITLE : Tradeworks\nDESCRIPTION :\n      Authentication is required to access all methods of the API. Enter username and password.\n      Credentials are automatically set as you type.\nENDPOINTS :\n    - GET /strategies/strategyId/{strategyId}\n      Get Strategy by ID\n    - GET /strategies/templates\n      Get all Template Strategies\n    - POST /tradingAccounts\n      Add a Trading Account\n    - PUT /tradingAccounts/password/{username}/{brokerserver}/{mt4username}\n      Update MT4 Account Password\n    - POST /users\n      Create a new Tradeworks User\n    - GET /users/email/{email}\n      Check if email is available\n    - PUT /users/password/{username}\n      Update user's password\n    - GET /users/username/{username}\n      Check if username is available;trading;user-password;trading;trading
47.yaml;TITLE : NFT Engine API\nDESCRIPTION :\n      NFT Engine API\nENDPOINTS :\n    - POST /assets/createAsset\n      Create Digital Asset\n    - POST /assets/storeMetadataToDAM\n    - POST /assets/storeTnxStatusToDAM\n    - POST /s3/uploadFileToS3\n      upload a Single/Multiple image\n    - POST /ipfs/uploadFileToIpfs\n      upload single image to IPFS\n    - POST /ipfs/uploadMetaDatatoIPFS\n    - POST /nft/mintNFT\n    - POST /nft/submitToBc\n    - POST /nft/getBCStatus\n    - POST /nft/storeNFTTnxToAuditLog;trading;blockchain;blockchain;blockchain
48.yaml;TITLE : Api Documentation\nDESCRIPTION :\n      Api Documentation\nENDPOINTS :\n    - POST /authentication/customer/registration\n      Customer Registration\n    - POST /authentication/customer/token\n      Get Token;user-password;client;client;client
49.yaml;TITLE : Polygon\nDESCRIPTION :\n      The future of fintech.\nENDPOINTS :\n    - GET /v1/companies\n      Available Companies\n    - GET /v1/currencies\n      Available Currencies\n    - GET /v1/historic/agg/{size}/{symbol}/{date}\n      Historic Aggregates\n    - GET /v1/historic/forex/{from}/{to}/{date}\n      Historic Forex Ticks\n    - GET /v1/historic/quotes/{symbol}/{date}\n      Historic Quotes\n    - GET /v1/historic/trades/{symbol}/{date}\n      Historic Trades\n    - GET /v1/last/currencies/{from}/{to}\n      Last Trade for a Currency Pair\n    - GET /v1/last/stocks/{symbol}\n      Last Trade for a Symbol\n    - GET /v1/last_quote/currencies/{from}/{to}\n      Last Quote for a Currency Pair\n    - GET /v1/last_quote/stocks/{symbol}\n      Last Quote for a Symbol;trading;trading;trading;trading
5.yaml;TITLE : CurrencyConversion API\nDESCRIPTION :\n      This API will fetch currency conversion details from the boss service\nENDPOINTS :\n    - GET /get-details/{fromCurrency}\n      Get currency conversion details\n    - GET /get-ratelist/{fromCurrency}\n      Retrieve currency conversion rate list\n    - GET /get-list/{currencyCode}\n      Get currency conversion list details;currency;currency;currency;currency
50.yaml;TITLE : stocks-api\nDESCRIPTION :\n      API to access stock information\nENDPOINTS :\n    - GET /stocks/{id}\n      Find stock by ID\n    - PUT /stocks/{id}\n      Update price of a stock by ID\n    - GET /stocks\n      Get all stocks\n    - POST /stocks\n      Create a stock;other;trading;trading;trading
51.yaml;TITLE : Customers\nDESCRIPTION :\n      Customers Group API.  The API allows you to create, update, archive and retrieve your customers and real owners.\n      You can retrieve individual customers as well as a list of search results for customers.\nENDPOINTS :\n    - POST /customers/creation-requests\n      Creates a customer creation request.\n    - GET /customers/creation-requests/{requestId}\n      Gets a customer creation status and request data.\n    - GET /customers\n      Finds customers data based on a provided query.\n    - GET /customers/{customerId}\n      Finds one specific customer using customerId.\n    - GET /customers/{customerId}/interactions\n      Returns a list of customer's interactions.\n    - GET /customers/{customerId}/connected-users\n      Returns a list of users associated with the customer.\n    - POST /customers/external-registry-requests\n      Finds company's data in external registries based on a provided query.\n    - GET /customers/external-registry-requests/{requestId}\n      Gets a status of request and company's data.\n    - POST /customers/real-owners-search\n      Finds real owners' data in registries based on a provided query.\n    - POST /customers/{customerId}/archiving-requests\n      Creates a customer's archiving request.\n    - GET /customers/{customerId}/archiving-requests/{requestId}\n      Gets a customer's archiving request status.\n    - POST /customers/{customerId}/modification-requests\n      Creates a customer's modification request.\n    - GET /customers/{customerId}/modification-requests/{requestId}\n      Gets a customer's modification request.;client;client;client;client
53.yaml;TITLE : Payment Hub\nDESCRIPTION :\n      REST API responsible for handling online payments (credit card) synchronously. The Payment Hub exposes a simple\n      JSON contract for clients to authorize, capture and cancel credit card payments. Its implementation handle the\n      complexity and specific details of any implemented payment backends (Cielo, Adyen, etc).\nENDPOINTS :\n    - POST /payment/creditcard\n      Authorizes a credit card payment\n    - PUT /payment/creditcard/{payment_id}/capture\n      Captures a credit card payment\n    - GET /payment/creditcard/{payment_id}\n      Retrieves a credit card payment\n    - DELETE /payment/creditcard/{payment_id}\n      Cancels a credit card payment;payment;payment;payment;payment
54.yaml;TITLE : SomeBank\nDESCRIPTION :\n      Api for a banking application\nENDPOINTS :\n    - GET /customers/{customerId}\n    - PUT /customers/{customerId}\n    - PUT /accounts/{accountId}\n    - GET /transactions\n    - POST /transactions\n    - GET /customers\n    - POST /customers\n    - POST /auth/register\n    - POST /auth/login\n    - GET /accounts\n    - POST /accounts\n    - GET /accounts/iban;client;banking;banking;banking
55.yaml;TITLE : Account Transfers\nDESCRIPTION :\n      API specifications for transfers. This API belongs to payment domain. This unified API supports Intrabank,\n      Intragroup, Interbank(Local) and International Remittances transfers.\nENDPOINTS :\n    - POST /transfers\n      Create Transfer Order\n    - GET /transfers/{orderId}\n      Get Transfer Order Details;transfer;transfer;transfer;transfer
57.yaml;TITLE : Fund API\nDESCRIPTION :\n      This API is used for the classic integration. If you are just starting your implementation, refer to our [new\n      integration guide](https://docs.adyen.com/marketplaces-and-platforms) instead.  The Fund API provides endpoints\n      for managing the funds in the accounts on your platform. These management operations include, for example, the\n      transfer of funds from one account to another, the payout of funds to an account holder, and the retrieval of\n      balances in an account.  For more information, refer to our [documentation](https://docs.adyen.com/marketplaces-\n      and-platforms/classic/). ## Authentication Your Adyen contact will provide your API credential and an API [...]\nENDPOINTS :\n    - POST /accountHolderBalance\n      Get the balances of an account holder\n    - POST /accountHolderTransactionList\n      Get a list of transactions\n    - POST /debitAccountHolder\n      Send a direct debit request\n    - POST /payoutAccountHolder\n      Pay out from an account to the account holder\n    - POST /refundFundsTransfer\n      Refund a funds transfer\n    - POST /refundNotPaidOutTransfers\n      Refund all transactions of an account since the most recent payout\n    - POST /setupBeneficiary\n      Designate a beneficiary account and transfer the benefactor's current balance\n    - POST /transferFunds\n      Transfer funds between platform accounts;savings;banking;banking;banking
58.yaml;TITLE : API for the Settlement Currency Rate converter\nDESCRIPTION :\n      This API provides a range of functions to get back currency conversion rates and amounts based on current\n      Mastercard currency conversion values.\nENDPOINTS :\n    - GET /conversion-rate\n      Get the currency conversion rate details.\n    - GET /conversion-rate-issued\n      Determine if the settlement rate has been issued.\n    - GET /settlement-currencies\n      getCurrencyRateData;currency;currency;currency;currency
59.yaml;TITLE : The 21-trading\nDESCRIPTION :\n      This is the API documentation for the 21-trading.com\nENDPOINTS :\n    - POST /api/Login\n      Logs in to the site\n    - POST /api/Register\n      Register User to the site\n    - POST /api/buy\n      buy a stock market\n    - POST /api/sell\n      sell a stock market\n    - GET /search\n      seach a stock based on ticker or company's name\n    - GET /quote/{symbol}\n      get quote from ticker\n    - GET /history/{symbol}/{interval}\n      get history\n    - POST /api/sendFriendRQ\n      send a friend request to other user\n    - POST /api/respondFriendRQ\n      respond a friend request to other user\n    - POST /api/removeFriend\n      remove a friend\n    - POST /api/logout\n      log user out\n    - GET /api/get-orders\n      getUserOrder\n    - GET /api/get-shares\n      getUserShare\n    - GET /api/portfolio\n      get total port value\n    - GET /friendList\n      get user's friend;other;trading;trading;trading
6.yaml;TITLE : Crypto API\nDESCRIPTION :\n      API for Crypto Currency Analysis\nENDPOINTS :\n    - GET /txes/{searchAddress}\n      searches all transactions for an address;transfer;blockchain;blockchain;blockchain
61.yaml;TITLE : UserService\nDESCRIPTION :\n      UserService is an API that intended to work with users, user credentials and achievements.  **What's new since\n      1.2.0:**   * `Added new endpoint` - generatePassword.   * `Updated server urls.`   * `Added new request parameters\n      (UserRequest):`      Connections, Status, Skills.   * `Added new response parameters (User):` CreatedAt   *\n      `Rename endpoint:` createUser -> create\nENDPOINTS :\n    - GET /getUserById\n      Returns user information by id.\n    - GET /getUsersByIds\n      Returns users information by ids.\n    - GET /getAllUsers\n      Returns all users information with pagination and filter by full name.\n    - GET /getUserByEmail\n      Returns user information by email.\n    - GET /generatePassword\n      Returns randomly generated password.\n    - POST /create\n      The method attempts to add the user.    * __The user must have accsess right__ -- Add/Edit/Remove users.\n    - POST /editUser\n      Updates user fields. * __The user must have accsess right__ -- Add/Edit/Remove users.\n    - DELETE /disableUserById\n      Deletes the specified user by id. * __The user must have accsess right__ -- Add/Edit/Remove users.;user-password;user-password;user-password;user-password
62.yaml;TITLE : Banking API\nDESCRIPTION :\n      API for managing banking operations, specifically for employee interactions with customer accounts and\n      transactions.\nENDPOINTS :\n    - GET /employees/customer-accounts\n      View all customer accounts\n    - GET /employees/customer-transactions/{customerId}\n      View transactions of a customer\n    - POST /employees/transfer-funds\n      Transfer funds between customer accounts\n    - GET /employees/customers-without-accounts\n      View customers without accounts\n    - POST /employees/approve-signup\n      Approve customer's signup and create accounts\n    - POST /employees/close-account\n      Close customer account\n    - PATCH /employees/set-absolute-limit\n      Set an absolute transfer limit on a customer's account\n    - PATCH /employees/set-daily-limit\n      Set a daily transfer limit on a customer's account\n    - GET /employees/transactions\n      View all transactions across all customer accounts;client;banking;banking;banking
63.yaml;"TITLE : Adyen Balance Control API\nDESCRIPTION :\n      The Balance Control API lets you transfer funds between merchant accounts that belong to the same legal entity and\n      are under the same company account.  ## Authentication To connect to the Balance Control API, you must\n      authenticate your requests with an [API key or basic auth username and\n      password](https://docs.adyen.com/development-resources/api-authentication). To learn how you can generate these,\n      see [API credentials](https://docs.adyen.com/development-resources/api-credentials).Here is an example of\n      authenticating a request with an API key:  ``` curl -H ""X-API-Key: Your_API_key"" \ -H ""Content-Type: [...]\nENDPOINTS :\n    - POST /balanceTransfer\n      Start a balance transfer";transfer;transfer;transfer;transfer
64.yaml;TITLE : Exchange Rate\nDESCRIPTION :\n      Exchange Rate API. Get the most recent exchange rate data. Returns exchange rates for a given time range. Returns\n      exchange rates for a given time range. Returns all our supported currencies/\nENDPOINTS :\n    - GET /latest\n      Get the most recent exchange rate data\n    - GET /historical\n      Returns exchange rates for a given time range.\n    - GET /status\n      Returns your current quota\n    - GET /currencies\n      Returns all our supported currencies.;currency;currency;currency;currency
66.yaml;TITLE : Users services\nDESCRIPTION :\n      The recommended way of watching this api is through https://app.swaggerhub.com/apis-\n      docs/comp_tech_web/UsersAPI/1.0.0  This rest API provides all the functionalities connected to operations on users\n      for the application OnlineShop. The operations included are signing in, creating a new user, deleting an user,\n      changing an user's data and obtaining users based on different parameters.\nENDPOINTS :\n    - POST /users/login\n      Checks whether user is signed up and if so, then returns the user\n    - GET /users\n      Get users with specified parameters. If parameter is not specified it matches any user, so it's possible to get\n      all users by not specyfying any of the parematers\n    - POST /users\n      Create a new user\n    - GET /users/{userId}\n      Returns an user with specified id\n    - PUT /users/{userId}\n      Updates data of the user with specified id\n    - DELETE /users/{userId}\n      Deletes the user with specified id;user-password;user-password;user-password;user-password
67.yaml;TITLE : Update User\nDESCRIPTION :\n      By passing username and user details, you can update user details.\nENDPOINTS :\n    - POST /update\n      Update User;user-password;user-password;user-password;user-password
69.yaml;TITLE : PAYONE Link API\nDESCRIPTION :\n\nENDPOINTS :\n    - GET /v1/payment-links\n      List all payment links.\n    - POST /v1/payment-links\n      Create a payment link.\n    - GET /v1/payment-links/{linkId}\n      Get payment link by id.\n    - PUT /v1/payment-links/{linkId}\n      Update a payment link.;payment;payment;payment;payment
7.yaml;TITLE : Revolut\nDESCRIPTION :\n      Banks will charge you when you spend or transfer money abroad. We’re not about that, and that’s why over four\n      million people have switched to Revolut.\nENDPOINTS :\n    - POST /users\n      Create a user\n    - GET /users/{id}\n      get user info\n    - POST /transactions\n      Process a Transaction\n    - GET /transactions/{userId}\n      get transactions info by user id\n    - POST /payments\n      Process new payment\n    - GET /payments/{userId}\n      get payments info by user id\n    - POST /withdrawals\n      Process new withdrawal\n    - GET /withdrawals/{userId}\n      get withdrawals info by user id\n    - POST /currencyExchange\n      Process new exchange\n    - GET /currencyExchange/{userId}\n      get currencyExchange info by user id;payment;banking;banking;banking
70.yaml;TITLE : IDM user management\nDESCRIPTION :\n      ## **General info** IDM user contains several operations for user management. Creating, updating user also allows\n      get the detail and list of the users from several application, which are not connected to IDM via active\n      directory. These application are Cribis (CRI), Gemini Authentication and Authorization system (GAS).  Every\n      operation has different application orchestration described in diagrams under every operation and stored in\n      [GIT](https://git.rb.cz/bitbucket/projects/HOINA/repos/rbepi/browse/idm).   ### Contacts Integration Analyst:\n      Daniel Vavřina (daniel.vavrina@rb.cz)    Integration Architect: Ladislav Teplý, Michal Hašek\nENDPOINTS :\n    - GET /idm/user/v1/users\n      Get all users.\n    - POST /idm/user/v1/users\n      Create new user.\n    - GET /idm/user/v1/users/{identifier}\n      Get a user detail.\n    - PUT /idm/user/v1/users/{identifier}\n      Update information about user.\n    - PUT /idm/user/v1/users/{identifier}/statuses\n      Enable or disable user.\n    - PUT /idm/user/v1/users/{identifier}/passwords\n      Change or reset user password.;user-password;user-password;user-password;user-password
71.yaml;TITLE : User-management-api\nDESCRIPTION :\n      User management api for user authentication and credential validation with various technoloties and securities.\nENDPOINTS :\n    - GET /valid_token\n      Validate user using temporarily generated token.\n    - POST /sign-in\n      User sign-in api;user-password;user-password;user-password;user-password
73.yaml;TITLE : Personalized Offers\nDESCRIPTION :\n      This API provides content for financial instutions participating in Mastercard Personalized Offers to use in\n      online and mobile banking applications for cardholders.\nENDPOINTS :\n    - POST /activatestatementcreditoffer\n      Make Statement Credit Offer Available Redeemable\n    - GET /matchedoffers\n      Returns Matched Offers\n    - GET /offerdetails\n      Returns Information on an Offer\n    - GET /redeemedoffers\n      Returns Redeemed Offers\n    - GET /statementcreditactivationdetail\n      Returns Information About Redeemable Postpaid Credit Offer\n    - POST /userfeedback\n      Provide User Feedback on Offer\n    - GET /usersavings\n      Returns Savings for the User\n    - GET /usertoken\n      Returns User Session Token;savings;banking;other;NO_CONSENSUS
74.yaml;"TITLE : YUM.dev Stocks API\nDESCRIPTION :\n      This api is used to fetch stock info and creating a ""favorite"" list of stocks.\nENDPOINTS :\n    - GET /api/stocks\n      Get all the known stocks\n    - GET /api/stocks/{id}\n      Get info for a stock\n    - GET /auth/token\n      The token used for viewing, adding, and removing favorites\n    - GET /api/me/favorites\n      The list of favorite stocks for an authentication user\n    - PUT /api/me/favorites/{id}\n      Add a stock to the favorite's list\n    - DELETE /api/me/favorites/{id}\n      Remove a stock to the favorite's list";client;trading;trading;trading
75.yaml;TITLE : Adyen Payout API\nDESCRIPTION :\n      A set of API endpoints that allow you to store payout details, confirm, or decline a payout.  For more\n      information, refer to [Online payouts](https://docs.adyen.com/online-payments/online-payouts). ## Authentication\n      To use the Payout API, you need to have [two API credentials](https://docs.adyen.com/online-payments/online-\n      payouts#payouts-to-bank-accounts-and-wallets): one for storing payout details and submitting payouts, and another\n      one for confirming or declining payouts. If you don't have the required API credentials, contact our [Support\n      Team](https://www.adyen.help/hc/en-us/requests/new).  If using an API key, add an `X-API-Key` header with [...]\nENDPOINTS :\n    - POST /confirmThirdParty\n      Confirm a payout\n    - POST /declineThirdParty\n      Cancel a payout\n    - POST /payout\n      Make an instant card payout\n    - POST /storeDetail\n      Store payout details\n    - POST /storeDetailAndSubmitThirdParty\n      Store details and submit a payout\n    - POST /submitThirdParty\n      Submit a payout;payment;payment;payment;payment
76.yaml;TITLE : Transactions Service\nDESCRIPTION :\n      The Transactions Service provides an API to retrieve transactions (also known as account or transaction history).\n      <h3> Error codes returned by the service</h3> <table>   <thead>     <tr>       <th>Error Code</th>       <th>Error\n      Message</th>       <th>Http Status Code</th>     </tr>   </thead>   <tbody>     <tr><td>TXN_10001</td><td>The\n      date(s) provided could not be parsed, or represented an invalid range.</td><td>400</td></tr>\n      <tr><td>TXN_10002</td><td>Request is missing a transactionId header.</td><td>500</td></tr>\n      <tr><td>TXN_10003</td><td>Request should only contain printable ASCII characters</td><td>400</td></tr> [...]\nENDPOINTS :\n    - GET /v1/transactions\n      Gets transactions for the given account;banking;banking;banking;banking
77.yaml;"TITLE : Spending Pulse\nDESCRIPTION :\n      This API will provide monthly data which includes metrics such as sales volume and growth rate.\nENDPOINTS :\n    - GET /gasweekly\n      Returns the weekly gasoline report. This resource pulls back the report with ProductLine = ""US Weekly Gasoline\n      Demand Report"". Keep in mind that you must be subscribed to the gasoline weekly report to be able to receive data\n      back from this resource.\n    - GET /parameters\n      Returns a distinct list of all reports are available and that one is subscribed to.\n    - GET /spendingpulse\n      Returns all Spending Pulse reports (with the exception of the gasoline weekly report, which has its own resource),\n      that one is subscribed to.\n    - GET /subscription\n      Returns a list of all reports one is currently subscribed to.";other;other;;other
78.yaml;TITLE : ScotiaMobilePayments\nDESCRIPTION :\n      Contains only endpoints for service payments, which are add payee, find merchants, query payments and query payees\nENDPOINTS :\n    - GET /merchants\n      Get Merchant\n    - POST /merchants/activation\n      Payments\n    - GET /merchants/{merchant-key}/action-fields\n      Get action fields by merchant\n    - POST /payees\n      Add payee\n    - GET /payments/{id-usuario}\n      Query from payments made\n    - GET /payees/{id-usuario}\n      Query of aggregate service contracts;payment;payment;payment;payment
79.yaml;"TITLE : Adyen Recurring API\nDESCRIPTION :\n      The Recurring APIs allow you to manage and remove your tokens or saved payment details. Tokens should be created\n      with validation during a payment request.  For more information, refer to our [Tokenization\n      documentation](https://docs.adyen.com/online-payments/tokenization). ## Authentication You need an [API\n      credential](https://docs.adyen.com/development-resources/api-credentials) to authenticate to the API.  If using an\n      API key, add an `X-API-Key` header with the API key as the value, for example:   ``` curl -H ""Content-Type:\n      application/json"" \ -H ""X-API-Key: YOUR_API_KEY"" \ ... ```  Alternatively, you can use the username and [...]\nENDPOINTS :\n    - POST /createPermit\n      Create new permits linked to a recurring contract.\n    - POST /disable\n      Disable stored payment details\n    - POST /listRecurringDetails\n      Get stored payment details\n    - POST /notifyShopper\n      Ask issuer to notify the shopper\n    - POST /scheduleAccountUpdater\n      Schedule running the Account Updater";payment;payment;payment;payment
8.yaml;TITLE : Investments\nDESCRIPTION :\n      The Investments API defines the necessary steps to create, modify and list investments.\nENDPOINTS :\n    - POST /investments\n      Intialize an investment from an account.\n    - PUT /investments/{key}/execute\n      Executes the previously initialized investment.\n    - GET /investments/me\n      Get the customer's list of investments.\n    - GET /investments/me/{investment-key}\n      Retrieves the customer's investments detailed information.\n    - PUT /investments/me/{investment-key}\n      Update the given investment instructions.\n    - GET /investments/funds/me\n      Get the customer's investment funds.;client;savings;savings;savings
80.yaml;TITLE : VUB Open Banking Services (OBS)\nDESCRIPTION :\n      VUB, a.s. Open banking services - Account information service (AIS), Value-added service (VAS)\nENDPOINTS :\n    - GET /v1/accounts/{account-id}/balances\n      Read balance\n    - GET /v1/accounts/{account-id}/transactions\n      Read transaction list of an account\n    - GET /v1/accounts/{account-id}/transactions/{transactionId}\n      Read transaction details\n    - POST /v1/value-added-service/iban/calculate\n      IBAN calculation\n    - GET /v1/value-added-service/iban/validate/{account-id}\n      IBAN validation\n    - GET /v1/value-added-service/iban/analyze/{account-id}\n      IBAN analysis;other;banking;banking;banking
81.yaml;TITLE : Currency Exchange\nDESCRIPTION :\n      This is a Currency Exchange api.\nENDPOINTS :\n    - POST /currency\n      Add a new currency\n    - PUT /currency\n      Update an existing Currency\n    - DELETE /currency\n      Deletes a currency\n    - GET /currency/findByCode\n      Finds currency by code\n    - GET /exchange\n      Returns currency Exchange;currency;currency;currency;currency
82.yaml;TITLE : Customer Service\nDESCRIPTION :\n      This is a customer service.  You can find out more about\n      https://github.com/satheeshkumarmayalagan/qtest/blob/master/docs/CustomerService_API_Overview.pdf\nENDPOINTS :\n    - POST /customer\n      Create a new customer\n    - GET /customer/{customerId}\n      Find customer by ID\n    - PUT /customer/{customerId}\n      Update an existing customer\n    - DELETE /customer/{customerId}\n      Deletes a customer;client;client;client;client
83.yaml;TITLE : Sirius NFT Microservice\nDESCRIPTION :\n      This is a microservice server for Sirius NFT. It is the bridge service between application and Sirius blockchain.\nENDPOINTS :\n    - GET /account/{address}/nft\n      Get list of NFT holding by a Sirius account address\n    - GET /account/{address}/txn\n      Get confirmed transaction list of Sirius account address\n    - GET /nft/{nftID}/info\n      Find NFT info\n    - GET /nft/{nftID}/txnHistory\n      Find NFT transactions history\n    - POST /nft/{nftID}/metadata\n      Find NFT metadatas\n    - GET /txn/{txnHash}\n      Find transaction info\n    - POST /service/mintNFT\n      Mint a new NFT to address\n    - POST /service/createNewMultisig\n      Create a new multisig account for user;trading;blockchain;blockchain;blockchain
85.yaml;TITLE : Authentication API\nDESCRIPTION :\n      ## API of the Authentication Service  This specification describes the endpoints, request/response model of the\n      Authentication API. This API provides REST resources to authenticate and authorize users of Proman.  The resources\n      should only be used over HTTPS (SSL) and can be accessed via the following base URL: https://proman.io/api/v1/ ##\n      API usage guidelines  This section describes general rules and guidelines for using REST based services offered by\n      Proman.   * All resources can only be accessed via HTTPS and a respective HTTP Basic Authentication header is also\n      required.   * Proman reserves the right to add new parameters without further notice (in request and [...]\nENDPOINTS :\n    - POST /login\n      Authenticate and Authorize User\n    - POST /logout\n      Logout the currently logged in user;user-password;user-password;user-password;user-password
88.yaml;TITLE : Codat Expense API\nDESCRIPTION :\n      The API for Sync for Expenses. Sync for Expenses is an API and a set of supporting tools. It has been built to\n      enable corporate card and expense management platforms to provide high-quality integrations with multiple\n      accounting platforms through a standardized API.  [Read more...](https://docs.codat.io/sync-for-expenses/overview)\n      [See our OpenAPI spec](https://github.com/codatio/oas)\nENDPOINTS :\n    - GET /companies/{companyId}/sync/expenses/config\n      Get company configuration\n    - POST /companies/{companyId}/sync/expenses/config\n      Set company configuration\n    - POST /companies/{companyId}/sync/expenses/connections/partnerExpense\n      Create Partner Expense connection\n    - POST /companies/{companyId}/sync/expenses/data/expense-transactions\n      Create expense-transactions\n    - GET /companies/{companyId}/sync/expenses/mappingOptions\n      Mapping options\n    - POST /companies/{companyId}/sync/expenses/syncs\n      Initiate sync\n    - GET /companies/{companyId}/sync/expenses/syncs/lastSuccessful/status\n      Last successful sync\n    - GET /companies/{companyId}/sync/expenses/syncs/latest/status\n      Latest sync status\n    - GET /companies/{companyId}/sync/expenses/syncs/list/status\n      List sync statuses\n    - GET /companies/{companyId}/sync/expenses/syncs/{syncId}/status\n      Get Sync status\n    - GET /companies/{companyId}/sync/expenses/syncs/{syncId}/transactions\n      Get Sync transactions\n    - GET /companies/{companyId}/sync/expenses/syncs/{syncId}/transactions/{transactionId}\n      Get Sync Transaction\n    - POST /companies/{companyId}/sync/expenses/syncs/{syncId}/transactions/{transactionId}/attachments\n      Upload attachment;client;other;other;other
89.yaml;TITLE : Private Ethereum Blockchain API\nDESCRIPTION :\n      This is an API for private blockchain using ethereum\nENDPOINTS :\n    - GET /example\n      Server example operation\n    - GET /ping\n      Server heartbeat operation\n    - POST /wallets\n      Wallet creation\n    - GET /balance/{token}\n      Get token balance\n    - GET /supply/{token}\n      Get token total supply\n    - POST /burn/{token}\n      Burn token\n    - POST /mint/{token}\n      Mint token\n    - POST /transfer/{token}\n      Transfer token\n    - GET /blocks/latest\n      Get latest block number\n    - GET /blocks/{block}\n      Get blocks information\n    - GET /transaction/{hash}\n      Get transaction information;client;blockchain;blockchain;blockchain
9.yaml;TITLE : Currency Exchange Rate\nDESCRIPTION :\n      It is used to convert the rate of requested currency\nENDPOINTS :\n    - POST /currencyconversion\n      convert request currency rate;currency;currency;currency;currency
90.yaml;TITLE : OLD DO NOT USE Channel Worklife Savings and Retirement Summary Widget\nDESCRIPTION :\n      Channel service to support Worklife Savings\nENDPOINTS :\n    - GET /api/channel/v2/savingandretirementsummarywidgets/retirementSummary\n      This service is used to display combined view of a participants Retirement Summary.\n    - GET /api/channel/v2/savingandretirementsummarywidgets/dcRateOfReturn\n      This returns the rate of return response based on the time period option user selects.It will take the plan Id and\n      date range label as query string parameters.\n    - POST /api/channel/v2/savingandretirementsummarywidgets/projectedretirementIncome\n      This service is used to update a participants projected retirement income based on new assumptions based.;savings;savings;savings;savings
